"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.914","550562","0","246,505","Pass-Through","County of San Diego","HIV Emergency Relief Project - Outreach Services","","Federal","$0.08","#N/A","HIV Emergency Relief Project - Outreach Services|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.914","537488","0","570,465","Pass-Through","County of San Diego","HIV Emergency Relief Project - Case Management","","Federal","$0.17","#N/A","HIV Emergency Relief Project - Case Management|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.914","544004","0","124,243","Pass-Through","County of San Diego","HIV Emergency Relief Project - Outpatient Substance Abuse","","Federal","$0.04","#N/A","HIV Emergency Relief Project - Outpatient Substance Abuse|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.914","541722","18,000","359,072","Pass-Through","County of San Diego","HIV Emergency Relief Project - Minority AIDS Initiative & QM","","Federal","$0.11","#N/A","HIV Emergency Relief Project - Minority AIDS Initiative & QM|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.917","552651","0","62,149","Pass-Through","County of San Diego","Supplemental Expanded HIV Testing","","Federal","$0.02","#N/A","Supplemental Expanded HIV Testing|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.094","14-10401","0","243,575","Pass-Through","California Department of Public Health","WISEWOMAN Program","","Federal","$0.07","#N/A","WISEWOMAN Program|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.959","535066","234,554","1,096,000","Pass-Through","County of San Diego","HIV Intervention Services","","Federal","$0.33","#N/A","HIV Intervention Services|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.959","535893","10,000","405,000","Pass-Through","County of San Diego","LGBT Outpatient Drug Treatment","","Federal","$0.12","#N/A","LGBT Outpatient Drug Treatment|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.94","551017","0","245,002","Pass-Through","County of San Diego","Expanded HIV Testing in Healthcare Settings","","Federal","$0.07","#N/A","Expanded HIV Testing in Healthcare Settings|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.94","547300","0","86,670","Pass-Through","County of San Diego","HIV Prevention Activities - Health Department Based","","Federal","$0.03","#N/A","HIV Prevention Activities - Health Department Based|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.94","547305","52,845","283,997","Pass-Through","County of San Diego","HIV Prevention Activities - Health Department Based","","Federal","$0.09","#N/A","HIV Prevention Activities - Health Department Based|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Health and Human Services","93.94","550562","0","53,892","Pass-Through","County of San Diego","HIV Prevention Activities - Health Department Based","","Federal","$0.02","#N/A","HIV Prevention Activities - Health Department Based|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Housing and Urban Development","14.218","N/A","0","71,725","Pass-Through","City of San Diego","CDBG - Safe Point San Diego","","Federal","$0.02","#N/A","CDBG - Safe Point San Diego|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"FHC",952833205,"TL1GXSM5USD7","U.S. Department of Housing and Urban Development","14.218","1007","0","27,000","Pass-Through","City of Chula Vista","CDBG - KidCare Express Mobile Medical Unit","","Federal","$0.01","#N/A","CDBG - KidCare Express Mobile Medical Unit|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544431","25,894","557,047","Pass Through","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - Central Region","","Federal","$0.17","#N/A","CSBG - Family Self-Sufficiency (FSS) - Central Region|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544430","0","85,094","Pass Through","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - East Region","","Federal","$0.03","#N/A","CSBG - Family Self-Sufficiency (FSS) - East Region|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544430","17,520","161,062","Pass Through","County of San Diego","CSBG - Family Self-Sufficiency (FSS) -East Region","","Federal","$0.05","#N/A","CSBG - Family Self-Sufficiency (FSS) -East Region|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551376","0","193,973","Pass Through","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.06","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551377","0","184,216","Pass Through","North County Lifeline","North County Inland Region","Community Service Family (CSF)","Federal","$0.06","#N/A","North County Inland Region|Community Service Family (CSF)","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551377","0","123,376","Pass Through","North County Lifeline","North County Coastal Region","Community Service Family (CSF)","Federal","$0.04","#N/A","North County Coastal Region|Community Service Family (CSF)","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551375","0","214,283","Pass Through","Social Advocates for Youth San Diego, Inc. (SAY)","Community Service Family - SAY","","Federal","$0.07","#N/A","Community Service Family - SAY|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.55","90CX6919-04","0","175,184","Direct Program","U.S. Department of Health and Human Services","Transitional Living Program","","Federal","$0.05","#N/A","Transitional Living Program|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551376","0","18,490","Pass Through","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.01","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551376","0","23,132","Pass Through","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.01","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551376","0","56,147","Pass Through","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.02","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.778","03-75085","0","35,189","Pass Through","Centers for Medicare and Medicaid Services","Targeted Case Management","","Federal","$0.01","#N/A","Targeted Case Management|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.778","550028","0","1,829","Pass Through","Centers for Medicare and Medicaid Services","Medi-Cal Outreach and Enrollment Services","","Federal","$0.00","#N/A","Medi-Cal Outreach and Enrollment Services|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 14-11-1373","0","82,273","Pass Through","State of California","CHAT-SD","","Federal","$0.03","#N/A","CHAT-SD|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 15-01-1373","0","164,256","Pass Through","State of California","CHAT-SD","","Federal","$0.05","#N/A","CHAT-SD|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Treasury","21.009","16VITA0254","0","35,000","Direct Program","U.S. Department of Treasury","Volunteer Income Tax Assistance (VITA)","Internal Revenue Service","Federal","$0.01","#N/A","Volunteer Income Tax Assistance (VITA)|Internal Revenue Service","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.218","544430","0","27,275","Pass Through","County of San Diego","East Region","CDBG - Family Self Sufficiency (FSS)","Federal","$0.01","#N/A","East Region|CDBG - Family Self Sufficiency (FSS)","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999B9D011401","0","115,208","Pass Through","County of San Diego","Supportive Housing Program","CDBG - Family Self Sufficiency (FSS)","Federal","$0.04","#N/A","Supportive Housing Program|CDBG - Family Self Sufficiency (FSS)","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011502","0","122,132","Pass Through","County of San Diego","Supportive Housing Program","CDBG - Family Self Sufficiency (FSS)","Federal","$0.04","#N/A","Supportive Housing Program|CDBG - Family Self Sufficiency (FSS)","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","","10.561","544431","20,000","116,915","Pass Through","County of San Diego","SNAP - Central Region","","Federal","$0.04","#N/A","SNAP - Central Region|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","","10.561","544430","20,000","89,350","Pass Through","County of San Diego","SNAP - East Region","","Federal","$0.03","#N/A","SNAP - East Region|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","Corporation for National and Community Service","94.019","45210-0003","0","40,377","Direct Program","Corporation for National and Community Service","LISC Social Innovation Fund","","Federal","$0.01","#N/A","LISC Social Innovation Fund|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544431","$9,971","631,693","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - Central Region","","Federal","$0.19","#N/A","CSBG - Family Self-Sufficiency (FSS) - Central Region|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544430","11,650","244,874","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - East Region","","Federal","$0.07","#N/A","CSBG - Family Self-Sufficiency (FSS) - East Region|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551376","0","106,805","Pass-Through ","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.03","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2017,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551377","0","26,303","Pass-Through ","North County Lifeline","Community Service Family (CFS)","","Federal","$0.01","#N/A","Community Service Family (CFS)|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.55","90CX6919-04","0","178,014","Direct Program","U.S. Department of Health and Human Services","Transitional Living Program","","Federal","$0.05","#N/A","Transitional Living Program|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551376","0","17,496","Pass-Through ","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.01","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2017,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551377","0","5,976","Pass-Through ","North County Lifeline","Community Service Family","","Federal","$0.00","#N/A","Community Service Family|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551376","0","39,768","Pass-Through ","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.01","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2017,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551377","0","14,529","Pass-Through ","North County Lifeline","Community Service Family","","Federal","$0.00","#N/A","Community Service Family|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551376","0","132,150","Pass-Through ","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.04","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2017,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551377","0","35,198","Pass-Through ","North County Lifeline","Community Service Family","","Federal","$0.01","#N/A","Community Service Family|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.778","03-75085","0","40,000","Pass-Through ","Centers for Medicare and Medicaid Services","Targeted Case Management","","Federal","$0.01","#N/A","Targeted Case Management|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.778","550028","0","11,276","Pass-Through ","Centers for Medicare and Medicaid Services","Medi-Cal Outreach and Enrollment Services","","Federal","$0.00","#N/A","Medi-Cal Outreach and Enrollment Services|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 15-01-1373","0","61,288","Pass-Through ","State of California","CHAT-SD","","Federal","$0.02","#N/A","CHAT-SD|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 16-02-1373","0","165,521","Pass-Through ","State of California","CHAT-SD","","Federal","$0.05","#N/A","CHAT-SD|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Treasury","21.009","17VITA0153","0","27,553","Direct Program","U.S. Department of Treasury","Volunteer Income Tax Assistance (VITA)","Internal Revenue Service","Federal","$0.01","#N/A","Volunteer Income Tax Assistance (VITA)|Internal Revenue Service","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011502","0","236,957","Pass-Through ","County of San Diego","Supportive Housing Program","","Federal","$0.07","#N/A","Supportive Housing Program|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011603","0","140,381","Pass-Through ","County of San Diego","Supportive Housing Program","","Federal","$0.04","#N/A","Supportive Housing Program|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","10.561","544431","5,000","29,239","Pass-Through ","County of San Diego","Central Region","","Federal","$0.01","#N/A","Central Region|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","10.561","544430","16,993","15,185","Pass-Through ","County of San Diego","East Region","","Federal","$0.00","#N/A","East Region|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Agriculture Food and Nutrition Service","10.561","16-SUB-00965","0","14,806","Direct Program","U.S. Department of Agriculture Food and Nutrition Service","California CalFresh Outreach Plan","","Federal","$0.00","#N/A","California CalFresh Outreach Plan|","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","557900","0","19,226","Pass-Through ","County of San Diego","Communities Action","CSBG - Family Self-Sufficiency (FSS)","Federal","$0.01","#N/A","Communities Action|CSBG - Family Self-Sufficiency (FSS)","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544431","$12,861","891,024","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - Central Region","","Federal","$0.27","#N/A","CSBG - Family Self-Sufficiency (FSS) - Central Region|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","544430","6,930","183,241","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency (FSS) - East Region","","Federal","$0.06","#N/A","CSBG - Family Self-Sufficiency (FSS) - East Region|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551376","0","1,191,495","Pass-Through ","County of San Diego","Community Service Family - East","Child Welfare Services","Federal","$0.36","#N/A","Community Service Family - East|Child Welfare Services","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551377","0","28,331","Pass-Through ","North County Lifeline","Community Service Family (CFS)","","Federal","$0.01","#N/A","Community Service Family (CFS)|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.55","90CX6919-04","0","35,885","Direct Program","U.S. Department of Health and Human Services","Transitional Living Program","","Federal","$0.01","#N/A","Transitional Living Program|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551377","0","5,274","Pass-Through ","North County Lifeline","North County Inland/Coastal Regions","Community Service Family","Federal","$0.00","#N/A","North County Inland/Coastal Regions|Community Service Family","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551377","0","3,978","Pass-Through ","North County Lifeline","North County Inland/Coastal Regions","Community Service Family","Federal","$0.00","#N/A","North County Inland/Coastal Regions|Community Service Family","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551377","0","34,263","Pass-Through ","North County Lifeline","Community Service Family","","Federal","$0.01","#N/A","Community Service Family|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.778","551377","0","14,148","Direct Program","Centers for Medicare and Medicaid Services","Medi-Cal Outreach and Enrollment Services","","Federal","$0.00","#N/A","Medi-Cal Outreach and Enrollment Services|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 15-01-1373","0","71,885","Pass-Through ","State of California","CHAT-SD","","Federal","$0.02","#N/A","CHAT-SD|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT 16-02-1373","0","211,728","Pass-Through ","State of California","CHAT-SD","","Federal","$0.06","#N/A","CHAT-SD|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Treasury","21.009","17VITA0153","0","52,925","Direct Program","U.S. Department of Treasury","Volunteer Income Tax Assistance (VITA)","Internal Revenue Service","Federal","$0.02","#N/A","Volunteer Income Tax Assistance (VITA)|Internal Revenue Service","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011704","0","110,572","Direct Program","U.S. Department of Housing and Urban Development","Supportive Housing Program","","Federal","$0.03","#N/A","Supportive Housing Program|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011603","0","102,485","Direct Program","U.S. Department of Housing and Urban Development","Supportive Housing Program","","Federal","$0.03","#N/A","Supportive Housing Program|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.267","CA160219D011600","0","98,288","Direct Program","U.S. Department of Housing and Urban Development","Transition Age Youth - Rapid Rehousing","","Federal","$0.03","#N/A","Transition Age Youth - Rapid Rehousing|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Agriculture Food and Nutrition Service","10.561","16-SUB-00965","0","58,493","Direct Program","U.S. Department of Agriculture Food and Nutrition Service","California CalFresh Outreach Plan","","Federal","$0.02","#N/A","California CalFresh Outreach Plan|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Agriculture Food and Nutrition Service","10.561","16-SUB 00965","0","50,944","Pass-Through ","San Diego Hunger Coalition","CalFresh Outreach program","State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.02","$11.67","CalFresh Outreach program|State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011704","0","152,576","Direct Program","U.S. Department of Housing and Urban Development:","Special Needs Assistance (SNAP)","Supportive Housing Program","Federal","$0.05","$34.96","Special Needs Assistance (SNAP)|Supportive Housing Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011805","0","127,595","Direct Program","U.S. Department of Housing and Urban Development:","Special Needs Assistance (SNAP)","Supportive Housing Program","Federal","$0.04","$29.24","Special Needs Assistance (SNAP)|Supportive Housing Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.267","HHI-19-02","0","148,840","Pass-Through ","San Diego Housing Commission","CoC Transitional Age Youth RRH","Continuum of Care Program","Federal","$0.04","$34.11","CoC Transitional Age Youth RRH|Continuum of Care Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","N/A","0","18,077","Pass-Through ","The San Diego LGBT Community Center","Specialized Emegency Housing (KE)","Crime Victim Assistance","Federal","$0.01","$4.14","Specialized Emegency Housing (KE)|Crime Victim Assistance","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT17031373","0","76,334","Pass-Through ","Cal OES - Governor's Office of Emergency Offices","Child Abuse Treatment Program","","Federal","$0.02","$17.49","Child Abuse Treatment Program|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT18041373","0","238,285","Pass-Through ","Cal OES - Governor's Office of Emergency Offices","Child Abuse Treatment Program","","Federal","$0.07","$54.60","Child Abuse Treatment Program|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Treasury","21.009","19VITA0253","0","23,040","Pass-Through ","Internal Revenue Service","Volunteer Income Tax Assistance (VITA)","Volunteer Income Tax Assistance Matching Grant Program","Federal","$0.01","$5.28","Volunteer Income Tax Assistance (VITA)|Volunteer Income Tax Assistance Matching Grant Program","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.55","90CX7023-01-00","0","102,936","Pass-Through ","Family and Youth Services Bureau","Maternity Group Home TLP","Transitional Living for Homeless Youth","Federal","$0.03","$23.59","Maternity Group Home TLP|Transitional Living for Homeless Youth","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551376","0","127,536","Pass-Through ","County of San Diego","Community Services for Families - East Region","Promoting Safe and Stable Families","Federal","$0.04","$29.22","Community Services for Families - East Region|Promoting Safe and Stable Families","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.556","551377","0","31,976","Pass-Through ","North County Lifeline, Inc.","Community Services for Families - Coastal & Inland Regions","Promoting Safe and Stable Families","Federal","$0.01","$7.33","Community Services for Families - Coastal & Inland Regions|Promoting Safe and Stable Families","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.558","559469","0","11,105","Pass-Through ","County of San Diego","Temporary Assistance for Needy Families","Temporary Assistance for Needy Families","Federal","$0.00","$2.54","Temporary Assistance for Needy Families|Temporary Assistance for Needy Families","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.569","557900","0","451,832","Pass-Through ","County of San Diego","Communities in Action - Central Region","Community Services Block Grant","Federal","$0.14","$103.54","Communities in Action - Central Region|Community Services Block Grant","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551376","0","19,131","Pass-Through ","County of San Diego","Community Services for Families - East Region","Community-Based Child Abuse Prevention Grants","Federal","$0.01","$4.38","Community Services for Families - East Region|Community-Based Child Abuse Prevention Grants","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.59","551377","0","4,796","Pass-Through ","North County Lifeline, Inc.","Community Services for Families - Coastal & Inland Regions","Community-Based Child Abuse Prevention Grants","Federal","$0.00","$1.10","Community Services for Families - Coastal & Inland Regions|Community-Based Child Abuse Prevention Grants","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551376","0","18,711","Pass-Through ","County of San Diego","Community Services for Families - East Region","Stephanie Tubbs Jones Child Welfare Services Program","Federal","$0.01","$4.29","Community Services for Families - East Region|Stephanie Tubbs Jones Child Welfare Services Program","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
