"Unique.ID","Grantor","Grantee","Program","Year","Date","EndDate","Amount","AmendmentNumber","Funding.Agency","Funding.Source","Category","Location","Issued","Funding.Type","Years","Average.By.Year","City.Year","Population","Amount.Per.Capita","Amount.Per.PEH","Population.PEH","ExpenditureType"
"","City of Vista","EXODUS RECOVERY INC.","SOCIAL WORKER PROGRAM",NA,"7/22/2021","","$7,396.55","","State","PLHA","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ELDERHELP OF SAN DIEGO","HOMESHARE PROGRAM",NA,"7/22/2021","","$2,916.67","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","BANK OF AMERICA","THINK DIGNITY TSC MANUAL",NA,"7/22/2021","","$25.00","","City","General Funds","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ALPHA PROJECT- CASA RAPHAEL","HOMELESS OUTREACH",NA,"8/5/2021","","$5,035.51","","Federal","CDBG","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","OPERATION HOPE-NORTH COUNTY INC.","OP. HOPE SHELTER",NA,"8/5/2021","","$7,065.15","","Federal","CDBG","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","NORTH COUNTY INTERFAITH COUNCIL INC","SHELTER BED PROGRAM",NA,"8/17/2021","","$50,000.00","","City","General Funds","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","JASSO, NICOLE","HOMELESS ED POSTCARD DESIGN",NA,"8/19/2021","","$225.00","","City","General Funds","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","PRINT SOUTHWEST LLC","HOMELESSNESS EDUCATION MAILER",NA,"8/19/2021","","$4,037.16","","City","General Funds","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","EXODUS RECOVERY INC.","SOCIAL WORKER PROGRAM",NA,"8/19/2021","","$6,633.89","","State","PLHA","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ELDERHELP OF SAN DIEGO","HOMESHARE PROGRAM",NA,"8/19/2021","","$2,916.67","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","NORTH COUNTY LIFELINE INC","HOMELESS PREVENTION PROGRAM",NA,"8/26/2021","","$13,086.11","","State","One Time Allocation","","","","",NA,"","","","","","","Prevention"
"","City of Vista","EXODUS RECOVERY INC.","SOCIAL WORKER PROGRAM",NA,"9/23/2021","","$5,296.01","","State","PLHA","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ELDERHELP OF SAN DIEGO","HOMESHARE PROGRAM",NA,"9/23/2021","","$2,916.67","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","NORTH COUNTY LIFELINE INC","HOMELESS PREVENTION PROGRAM",NA,"10/7/2021","","$6,525.00","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","NORTH COUNTY LIFELINE INC","COMMUNITIES IN ACTION",NA,"10/21/2021","","$4,751.13","","Federal","CDBG","","","","",NA,"","","","","","","Prevention"
"","City of Vista","JASSO, NICOLE","HSG/ECON DEV HOMELESS BROCHURE",NA,"10/21/2021","","$175.00","","City","General Funds","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ELDERHELP OF SAN DIEGO","HOMESHARE PROGRAM",NA,"10/21/2021","","$2,916.63","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","ALPHA PROJECT- CASA RAPHAEL","HOMELESS OUTREACH",NA,"11/4/2021","","$3,057.43","","Federal","CDBG","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","NORTH COUNTY INTERFAITH COUNCIL INC","VISTA HOMELESS PREVENTION AND ECONOMIC RECOVERY PROJECT",NA,"11/4/2021","","$22,607.49","","Federal","CDBG-ECV03","","","","",NA,"","","","","","","Prevention"
"","City of Vista","OPERATION HOPE-NORTH COUNTY INC.","OP. HOPE SHELTER",NA,"11/10/2021","","$9,353.84","","Federal","CDBG","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","EXODUS RECOVERY INC.","SOCIAL WORKER PROGRAM",NA,"11/24/2021","","$6,815.65","","State","PLHA","","","","",NA,"","","","","","","Crisis Management"
"","City of Vista","ELDERHELP OF SAN DIEGO","HOMESHARE PROGRAM",NA,"11/24/2021","","$2,916.67","","City","General Funds","","","","",NA,"","","","","","","Prevention"
"","City of Vista","NORTH COUNTY LIFELINE INC","HOMELESS PREVENTION PROGRAM",NA,"12/16/2021","","$10,714.32","","State","One Time Allocation","","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Women's Resource Center","Domestic Violence Shelter",NA,"7/1/2017","06/30/18","$14,896.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Homelessness Prevenetion",NA,"7/1/2018","06/30/19","$20,061.00","","","CDBG","At-Risk","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Interfaith Community Services","Case Management/Outreach",NA,"6/1/2018","06/30/19","$244,944.00","","","Housing Trust Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Case Management/Outreach",NA,"7/1/2019","06/30/20","$244,944.00","$1.00","","Housing Trust Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","OrgCode Consulting","Training/Technical Assistance",NA,"7/1/2022","06/30/23","$25,560.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Women's Resource Center","Domestic Violence Shelter",NA,"7/1/2019","06/30/20","$10,000.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Low-income Housing Services",NA,"5/23/2020","06/30/21","$40,000.00","$1.00","","Housing Trust Fund","Partial","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Interfaith Community Services","Outreach and Case Management",NA,"7/1/2020","07/01/21","$312,422.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Rocket Johns","Restrooms",NA,"7/1/2021","06/30/22","$25,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Outreach",NA,"7/1/2021","06/30/22","$315,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Case Management",NA,"7/1/2021","06/30/22","$40,000.00","","","Housing Trust Fund","Partial","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Service Center",NA,"7/1/2021","06/30/22","$204,217.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Alliance for Regional Solutions","Shelter",NA,"7/1/21","06/30/22","$25,000.00","","","Housing Trust Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Rocket Johns","Restrooms",NA,"7/1/2022","06/30/23","$25,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","San Diego Humane Society","Animal Care",NA,"7/1/2021","06/30/22","$29,825.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","San Diego Humane Society","Animal Care",NA,"7/1/2022","06/30/23","$29,825.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Rental Housing Assistance Program",NA,"7/1/2019","06/30/21","$59,872.00","$1.00","","CDBG","At-Risk","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Brother Benno's","Housing Assistance",NA,"7/1/21","06/30/22","$10,287.00","","","CDBG","Yes","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Urban Corps","Litter Removal",NA,"9/17/2018","09/15/20","$198,000.00","$1.00","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","City of Carlsbad","Police Homeless Outreach Team",NA,"7/1/21","06/30/22","$1,929,790.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","City of Carlsbad","Homeless Services Division",NA,"7/1/21","06/30/22","$714,317.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","City of Carlsbad","Short Term Motel Vouchers",NA,"7/1/21","06/30/22","$100,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Community Resource Center","Rapid Re-Housing",NA,"2/1/22","01/31/23","$350,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Diversion"
"","City of Carlsbad","Interfaith Community Services","Outreach",NA,"7/1/2022","06/30/23","$315,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Case Management",NA,"7/1/2022","06/30/23","$40,000.00","","","Housing Trust Fund","Partial","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Service Center",NA,"7/1/2022","06/30/23","$204,217.00","","","General Fund","Partial","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Community Resource Center","Employment/Benefits",NA,"7/1/22","06/30/23","$140,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Catholic Charities","Shelter Staff",NA,"7/1/22","06/30/23","$155,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Alliance for Regional Solutions","Shelter",NA,"7/1/22","06/30/23","$25,000.00","","","Housing Trust Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Urban Corps","Encampment/Trash Cleanup",NA,"09/10/20","09/04/21","$98,985.00","$2.00","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Urban Corps","Encampment/Trash Cleanup",NA,"7/1/2021","06/30/22","$82,010.00","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Urban Corps","Encampment/Trash Cleanup",NA,"7/1/2022","06/30/23","$90,623.50","","","General Fund","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Catholic Charities","Shelter",NA,"7/1/21","06/30/22","$17,287.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Interfaith Community Services","Rental Assistance",NA,"7/1/2021","06/30/22","$41,211.00","","","CDBG","At-Risk","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Brother Benno's","Housing Assistance",NA,"7/1/22","06/30/23","$10,073.00","","","CDBG","Yes","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Casa De Amparo","Facility Improvements",NA,"7/1/22","06/30/23","$190,000.00","","","CDBG","Partial","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Catholic Charities","Shelter",NA,"7/1/22","06/30/23","$87,068.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Community Resource Center","Rental Assistance",NA,"7/1/22","06/30/23","$48,022.00","","","CDBG","At-Risk","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Interfaith Community Services","Rental Assistance",NA,"7/1/2022","06/30/23","$53,022.00","","","CDBG","At-Risk","","","",NA,"","","","","","","Prevention"
"","City of Carlsbad","Women's Resource Center","Shelter",NA,"7/1/2021","06/30/22","$10,287.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Women's Resource Center","Shelter",NA,"7/1/2022","06/30/23","$10,000.00","","","CDBG","Yes","","","",NA,"","","","","","","Crisis Management"
"","City of Carlsbad","Community Resource Center","Rapid Re-Housing",NA,"2/1/23","01/31/24","$350,000.00","","","General Fund","Yes","","","",NA,"","","","","","","Diversion"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
"","","","",NA,"","","","","","","","","","",NA,"","","","","","","Other/Unknown"
